applet_name,applet_description,applet_Trigger,applet_Action,applet_TD,applet_AD,applet_number
Sync toodledo and trello,"If any new tasks are added in toodledo, then also add them in trello",Any new task,Create a card,/toodledo,/trello,64
New iOS Contacts to Trello,Save your iOS contacts to trello.,Any new contact,Create a card,/ios_contacts,/trello,56
Create notes for each task,Trello comments are insufficient for keeping detailed notes around all tasks. This recipe creates an Evernote for each card created to allow for more detailed note taking for your tasks.,Card added to board,Create a note,/trello,/evernote,50
Trello cards assigned to me,Recive SMS anytime someone assign a card to you on trello,Card assigned to me,Send an SMS,/trello,/android_messages,6
Create a weekly Trello card,Choose options below.,Every day of the week at,Create a card,/date_and_time,/trello,258
trello card to toodledo task,If a card is added to a trello list then add a task to toodledo,Card added to list,Add a task,/trello,/toodledo,44
Create a monthly Trello card,Select options below.,Every month on the,Create a card,/date_and_time,/trello,756
Trello to Evernote to Swipes,"You can use this in conjunction with the Moni.ai to trello recipe. This recipe will take items from your Trello Board in the To Do list and add them as to do's in Evernote, which if synced with Swipes will automatically appear in swipes because the Swipes tag is used.",Card added to board,Append a to-do to note,/trello,/evernote,39
Save Medium stories to Trello,"This is a great way to keep track of Medium posts that inspire you for whatever reason. Once in a Trello board, you can then organize them into lists in any way you find useful. It's bookmarking on steroids.",Post recommended by you,Create a card,/medium,/trello,46
Save Instagram Photo to Trello,"Your Instagram photos will be recorded in Trello board. List name is ""Created date"" by default. You can change as you like.",Any new photo by you,Create a card,/instagram,/trello,56
Add Dropbox Photos To Trello.,"If you upload the photo to #Dropbox, then create the card in #Trello with that photo attachment. Your folder name would be the name of the list. You can create  your own photos collection by this.",New photo in your folder,Create a card,/dropbox,/trello,6
trello cards 2 todoist tasks v3,Creates a task in todotist whenever you add a card to a specific trello board,Card added to board,Create task,/trello,/todoist,14
Add new Twitter followers to Trello,Thos applet creates a card in Trello everytime you have a new Twitter follower,New follower,Create a card,/twitter,/trello,4
Manage your Fiverr gigs with Trello,When you order a new gig on Fiverr it will be automatically posted into a Trello Board to help you manage your schedule.,New gig ordered,Create a card,/fiverr,/trello,93
Send new Trello cards to Imwork chat,Get Imwork message when new Trello card created on specific board.,Card added to board,Send Message,/trello,/imwork,1
Trello card to Diigo public bookmark,Trello card to Diigo public bookmark,Card added to board,Add a public bookmark,/trello,/diigo,168
Trello to WordPress content calendar,Automatically add new Trello cards into WordPress as a draft post,Card added to board,Create a post,/trello,/wordpress,17
cards assigned to me goes to reminders,I'm using this recipe to send tasks to 2Do since I use Trello as a collaborative Task Manager and 2Do as my personal Task Manager.,Card assigned to me,Add reminder to list,/trello,/ios_reminders,157
Add new Trello cards to a Slack channel,Add new Trello cards to a Slack channel,Card added to board,Post to channel,/trello,/slack,2.1k
Get email notifications of board updates,Receive an email whenever a new card is added to one of your Trello boards.,Card added to board,Send me an email,/trello,/email,206
"At the end of the year, send a reminder.",Reminder sent as a card to your Reminders trello board a few days before the end of the year.,Every year on,Create a card,/date_and_time,/trello,9
Use Trello to buffer articles for Buffer,"Create a trello board with a to-buffer list and a ""Buffer"" list. When you are ready to buffer more posts, move an item from to-buffer to the ""Buffer"" list",Card added to list,Add to Buffer,/trello,/buffer,31
Daily Trello Update,Choose the board and time for your update.,Card added to board,Add to daily email digest,/trello,/email_digest,26
Send An SMS when New Trello Card Is Added,This applet will send an SMS once a new Trello card is added to a board of choice. Never lose track of new tasks!,Card added to board,Send SMS,/trello,/GatewayAPI,
iOS Calendar event added to a Trello list,A new iOS Calendar event is added to a Trello list,New event added to any calendar,Create a card,/ios_calendar,/trello,112
