applet_name,applet_description,applet_Trigger,applet_Action,applet_TD,applet_AD,applet_number
Log weight from Fitbit,Log Weight from Fitbit Scales to Unforgettable,New weight logged,Upload to Unforgettable Me,/fitbit,/unforgettable_me,7
Email me my FitBit Sleep,Email me my FitBit sleep record when it's logged.,New sleep logged,Send me an email,/fitbit,/email,31
Log Daily Steps to Dropbox,Log Daily Steps to Dropbox,Daily activity summary,Append to a text file,/fitbit,/dropbox,42
Log your sleep as offline time in RescueTime.,You can see how your sleep compares to the rest of your logged time in RescueTime by importing your sleep records from FitBit.,New sleep logged,Log offline time,/fitbit,/rescuetime,260
Fitbit Sleep data to DayOne,"I use this to save my FitBit sleep data in DayOne. This just creates a basic text file in dropbox, and then I have a bash shell script that runs on my mac and creates the day one entry.",New sleep logged,Create a text file,/fitbit,/dropbox,21
Automatically create an iOS reminder to go to bed early when your Fitbit tracks low sleep levels,"Customize the sleep duration. If you fall below it, you'll automatically have an iOS reminder telling you to plan for an early bedtime.",Sleep duration below,Add reminder to list,/fitbit,/ios_reminders,3.6k
Pryv my walking performances,Pryv my walking performances,Daily activity summary,Add a numerical value,/fitbit,/pryv,18
New sleep log posts to Slack,"When fitbit has a new sleep log, post it to slack.",New sleep logged,Post to channel,/fitbit,/slack,9
Log Achieved FitBit Step Goal,Log Achieved FitBit Step Goal,Daily step goal achieved,Quick add event,/fitbit,/google_calendar,11
Email Me My Latest Aria Weight,Use this recipe with Fitbit's Aria. Recipe will send an email of latest weight.,New weight logged,Send me an email,/fitbit,/email,10
Turn on lights after I wake up,"Instead of setting the LIFX bulbs to a schedule, have them turn on only after you wake up using Fitbit.",New sleep logged,Turn lights on,/fitbit,/lifx,14
Turn on lights after waking up,"Ensure that you have Fitbit and Wink added to IFTTT. Select a shortcut that activates one or many of your lights, or other actions you wish to have performed when you wake up.",New sleep logged,Activate shortcut,/fitbit,/wink_shortcuts,10
FitBit Daily Summary to DayOne,"I use this to save my FitBit daily summary in DayOne. This just creates a basic text file in dropbox, and then I have a bash shell script that runs on my mac and creates the day one entry.",Daily activity summary,Create a text file,/fitbit,/dropbox,36
